source	zh	note
Effects: Instant\nTarget: enemy unit\nCasting Cost: 5+ mana\nUpkeep: none\nShoots a bolt of intense flames at one figure in a target unit, striking as 5 strength magical fire attack, +1 point of strength per additional mana spent.	效果：即時\n目標：敵方單位\n施法花費：5+ 法力\n維護：無\n向目標單位中的一個個體射出一道烈焰，以強度 5 的魔法火焰攻擊命中，每多花費 1 法力強度便 +1。	help
Effects: Summoning\nTarget: n/a\nCasting Cost: 40 mana\nUpkeep: 1 mana/turn\n\nSummons and binds a wild pack of fire-breathing hell hounds to the will of the wizard.	效果：召喚\n目標：不適用\n施法花費：40 法力\n維護：1 法力/回合\n\n召喚一群會噴火的野生地獄犬，並將其束縛於巫師的意志之下。	help
Effects: Instant\nTarget: land map square\nCasting Cost: 40 mana\nUpkeep: none\nDesecrates the target land square. Corrupted lands produce no food or minerals, and can only be restored to production by the prayers of clerics or shamans.	效果：即時\n目標：陸地地圖格\n施法花費：40 法力\n維護：無\n褻瀆目標陸地格。遭腐化的土地不再產出食物或礦物，唯有透過牧師或薩滿的祈禱才能恢復生產。	help
Effects: Unit Enchantment\nTarget: one normal unit\nCasting Cost: 15/75 mana\nUpkeep: 1 mana/turn\nImbues the target unit's weapons with a powerful chaotic spirit. These weapons are harder to defend against (an opponent's ability to defend decreases by 10%) and can effectively hit creatures with weapon immunity. Effects are cumulative with Flame Blade.	效果：單位附魔\n目標：單一常規單位\n施法花費：15/75 法力\n維護：1 法力/回合\n為目標單位的武器灌注強大的混沌之靈。這些武器更難防禦（對手的防禦能力降低 10%），且能有效命中具有武器免疫的生物。效果可與烈焰刃疊加。	help
Effects: Instant\nTarget: one normal unit\nCasting Cost: 12 mana\nUpkeep: none\nA target unit receives one resistance roll to ignore Shatter's effects; if it is unsuccessful, all of the unit's melee, thrown, and missile attack strengths decrease to one.	效果：即時\n目標：單一常規單位\n施法花費：12 法力\n維護：無\n目標單位獲得一次抗性檢定以無視碎裂術的效果；若檢定失敗，該單位的所有近戰、投擲與遠程攻擊強度都會降為一。	help
Effects: Unit Enchantment\nTarget: one normal unit\nCasting Cost: 18 mana\nUpkeep: none\nAttempts to mutate all creatures within a target unit. Target creatures suffer a penalty of one to their resistance when trying to withstand being warped. Mutated or warped creatures suffer one of the following degenerative changes: half strength attacks, half strength defense, or no magic resistance.	效果：單位附魔\n目標：單一常規單位\n施法花費：18 法力\n維護：無\n試圖使目標單位內的所有生物突變。目標生物在抵抗扭曲時，抗性會受到一點懲罰。突變或被扭曲的生物會承受下列其中一種退化變化：攻擊強度減半、防禦強度減半，或失去魔法抗性。	help
Effects: Summoning\nTarget: n/a\nCasting Cost: 20 mana\nUpkeep: none\nSummons a fire elemental to do battle for the wizard. Fire elementals have weapon immunity and fire immunity. Once combat ends, the fire elemental returns to the plane of chaos.	效果：召喚\n目標：不適用\n施法花費：20 法力\n維護：無\n召喚一個火元素為巫師作戰。火元素具有武器免疫與火焰免疫。戰鬥結束後，火元素便會返回混沌位面。	help
Effects: Instant Combat\nTarget: one unit\nCasting Cost: 10+ mana\nUpkeep: none\nShoots a bolt of intense electricity at the target unit, striking as a strength 5 armor-piercing magical attack, +1 strength per additional mana spent.	效果：即時戰鬥\n目標：單一單位\n施法花費：10+ 法力\n維護：無\n向目標單位射出一道強烈的電擊，以強度 5 的穿甲魔法攻擊命中，每多花費 1 法力強度便 +1。	help
Effects: Summoning\nTarget: n/a\nCasting Cost: 150 mana\nUpkeep: 3 mana/turn\nSummons a fire giant and binds it to the will of the wizard. Fire giants have fire immunity and can destroy walls.	效果：召喚\n目標：不適用\n施法花費：150 法力\n維護：3 法力/回合\n召喚一個火巨人，並將其束縛於巫師的意志之下。火巨人具有火焰免疫，並能摧毀城牆。	help
Effects: Permanent Unit Enchantment\nTarget: one normal unit\nCasting Cost: 50 mana\nUpkeep: none\nTransforms the target into a creature of chaos. Target unit receives one of following mutations: demon-skin armor (+2 defense), demon wings (2 speed flight), or fire-breathing (2 strength fiery breath). Once affected by this spell, the creature can never be Chaos Channeled again.	效果：永久單位附魔\n目標：單一常規單位\n施法花費：50 法力\n維護：無\n將目標轉化為混沌生物。目標單位獲得下列其中一種突變：魔皮護甲（防禦 +2）、惡魔之翼（速度 2 的飛行），或噴火能力（強度 2 的火焰吐息）。一旦受此法術影響，該生物便永遠無法再次被混沌通道改造。	help
Effects: Unit Enchantment\nTarget: one normal unit\nCasting Cost: 25/125 mana\nUpkeep: 2 mana/turn\nCauses the weapons of a target unit to burst into flames, increasing the strength of melee and missile attacks of the unit by 2. Flame Blades also allow units to hit creatures which have weapon immunity, and exerts cumulative effects with Eldritch Weapon.	效果：單位附魔\n目標：單一常規單位\n施法花費：25/125 法力\n維護：2 法力/回合\n使目標單位的武器燃起火焰，將該單位的近戰與遠程攻擊強度提升 2 點。烈焰刃也讓單位能命中具有武器免疫的生物，並能與邪能武器疊加效果。	help
Effects: Summoning\nTarget: n/a\nCasting Cost: 200 mana\nUpkeep: 5 mana/turn\nSummons flying gargoyles. Gargoyles are extremely difficult to damage, as one might expect flying chunks of masonry to be, and exhibit immunity to stoning and poison attacks.	效果：召喚\n目標：不適用\n施法花費：200 法力\n維護：5 法力/回合\n召喚會飛的石像鬼。石像鬼極難被傷害，正如人們對會飛的石塊所預期的那樣，並且免疫石化與毒素攻擊。	help
Effects: Instant Combat\nTarget: one unit\nCasting Cost: 15+ mana\nUpkeep: none\nHurls a flying ball of exploding flames at a target unit, striking each figure in the unit with a strength 5 magic fire attack, +1 strength for every additional 3 mana spent.	效果：即時戰鬥\n目標：單一單位\n施法花費：15+ 法力\n維護：無\n向目標單位投擲一顆飛行的爆裂火球，以強度 5 的魔法火焰攻擊命中單位中的每個個體，每多花費 3 法力強度便 +1。	help
Effects: Summoning\nTarget: n/a\nCasting Cost: 300 mana\nUpkeep: 8 mana/turn\nSummons a doom bat and binds it to the will of the wizard. The doom bat has a fearsome fiery aura which strikes all units it engages with a 4 strength fireball.	效果：召喚\n目標：不適用\n施法花費：300 法力\n維護：8 法力/回合\n召喚一隻厄運蝙蝠，並將其束縛於巫師的意志之下。厄運蝙蝠擁有駭人的火焰光環，會以強度 4 的火球擊中所有與它交戰的單位。	help
Effects: Instant \nTarget: map square\nCasting Cost: 200 mana\nUpkeep: none\nRaises a volcano, destroying any food and minerals provided by a target map square (mountains, hills, and nodes may not be targeted). The volcano provides 1 magic power each turn to the caster. If this spell is cast on a city, each building has a 15 % chance of collapsing.	效果：即時 \n目標：地圖格\n施法花費：200 法力\n維護：無\n隆起一座火山，摧毀目標地圖格所提供的所有食物與礦物（山脈、丘陵與節點無法作為目標）。火山每回合為施法者提供 1 點魔力。若此法術施放於城市，每棟建築有 15 % 的機率倒塌。	help
Effects: Summoning\nTarget: n/a\nCasting Cost: 350 mana\nUpkeep: 10 mana/turn\nSummons a horrific flying, fire breathing, three-headed chimera.	效果：召喚\n目標：不適用\n施法花費：350 法力\n維護：10 法力/回合\n召喚一隻會飛行、噴火、三頭的恐怖奇美拉。	help
Effects: Instant Combat\nTarget: one unit\nCasting Cost: 35 mana\nUpkeep: none\nSends a chain of lightning bolts ripping through a target unit. The first bolt of lightning has a strength of 10, the second a strength of 9, and so on until the last bolt delivers a 1 strength attack or the unit is destroyed.	效果：即時戰鬥\n目標：單一單位\n施法花費：35 法力\n維護：無\n向目標單位射出一連串撕裂而過的連鎖閃電。第一道閃電的強度為 10，第二道為 9，以此類推，直到最後一道造成 1 強度的攻擊，或該單位被消滅為止。	help
Effects: Combat Enchantment\nTarget: n/a\nCasting Cost: 40 mana\nUpkeep: none\nBestows a reduced strength Flame Blade on all normal units, increasing their melee and missile attack strengths by 1 and allowing them to inflict damage on units with Weapon Immunity. This spell is not cumulative with Flame Blade.	效果：戰鬥附魔\n目標：不適用\n施法花費：40 法力\n維護：無\n為所有常規單位賦予減弱版的烈焰刃，使其近戰與遠程攻擊強度+1，並使其能對具有武器免疫的單位造成傷害。此法術無法與烈焰刃疊加。	help
Effects: Summoning\nTarget: n/a\nCasting Cost: 500 mana\nUpkeep: 12 mana/turn\nSummons a chaos spawn and binds it to the will of the wizard. Chaos spawn cause fear in melee, are poisonous, and have Doom, Death and Stoning Gaze attacks.	效果：召喚\n目標：不適用\n施法花費：500 法力\n維護：12 法力/回合\n召喚一隻混沌孳生體並將其束縛於巫師的意志之下。混沌孳生體在近戰中引發恐懼、帶有毒性，並擁有厄運、死亡與石化凝視攻擊。	help
Effects: Instant Combat\nTarget: one unit\nCasting Cost: 40 mana\nUpkeep: none\nCalls forth the awesome power of chaos to strike the target enemy unit for 10 points of damage, regardless of the unit's defenses.	效果：即時戰鬥\n目標：單一單位\n施法花費：40 法力\n維護：無\n召喚混沌的驚人力量擊向目標敵方單位，無視該單位的防禦造成 10 點傷害。	help
Effects: Summoning\nTarget: map square\nCasting Cost: 50 mana\nUpkeep: none\nVortex moves 3 squares randomly and one controlled by the caster. Any unit in the path of the vortex take 5 hits regardless of defense. In addition, each time the vortex moves, adjacent units may be struck by lightning bolts. A magic vortex does terrible damage to a city that it moves through.	效果：召喚\n目標：地圖格\n施法花費：50 法力\n維護：無\n漩渦每回合隨機移動 3 格，並由施法者控制移動 1 格。任何位於漩渦行經路徑上的單位無視防禦受到 5 次傷害。此外，漩渦每次移動時，相鄰單位都可能被閃電擊中。魔法漩渦會對其經過的城市造成嚴重破壞。	help
Effects: Summoning\nTarget: n/a\nCasting Cost: 550 mana\nUpkeep: 15 mana/turn\nSummons a fire bolt-throwing, flying efreet and binds it to the will of the wizard. Efreeti are immune to magical fire and have the ability to cast 20 points of Chaos spells each combat.	效果：召喚\n目標：不適用\n施法花費：550 法力\n維護：15 法力/回合\n召喚一隻會投擲火焰箭、能飛行的火焰巨靈，並將其束縛於巫師的意志之下。火焰巨靈免疫魔法火焰，並能在每場戰鬥中施放 20 點的混沌系法術。	help
Effects: Instant Combat\nTarget: n/a\nCasting Cost: 60 mana\nUpkeep: none\nStrikes all enemy units with a 15 strength magical fire attack.	效果：即時戰鬥\n目標：不適用\n施法花費：60 法力\n維護：無\n以 15 強度的魔法火焰攻擊擊中所有敵方單位。	help
Effects: City Enchantment\nTarget: enemy city\nCasting Cost: 300 mana\nUpkeep: 10 mana/turn\nOpens a great magical vortex over an enemy city. Each turn, units inside the city sustain five strength 8 Lightning Bolt attacks, and there is a 5% chance of a building being destroyed.	效果：城市附魔\n目標：敵方城市\n施法花費：300 法力\n維護：10 法力/回合\n在敵方城市上方開啟一道巨大的魔法漩渦。每回合，城內單位會承受五次 8 強度的閃電箭攻擊，並有 5% 的機率摧毀一棟建築。	help
Effects: Summoning\nTarget: n/a\nCasting Cost: 650 mana\nUpkeep: 14 mana/turn\nSummons a nine-headed hydra. Each fire-breathing head on this monstrous creature can regenerate during and after combat.	效果：召喚\n目標：不適用\n施法花費：650 法力\n維護：14 法力/回合\n召喚一隻九頭蛇。這隻巨獸的每顆噴火頭顱都能在戰鬥期間與戰鬥後再生。	help
Effects: Instant Combat\nTarget: one unit\nCasting Cost: 50 mana\nUpkeep: none\nIf the target has a resistance of less than 10 it is instantly and irrevocably destroyed. There is no method to restore a unit that has been disintegrated.	效果：即時戰鬥\n目標：單一單位\n施法花費：50 法力\n維護：無\n若目標的抗性低於 10，便會立即且無可挽回地被消滅。被瓦解的單位無法以任何方法復原。	help
Effects: Global Enchantment\nTarget: n/a\nCasting Cost: 900 mana\nUpkeep: 10 mana/turn\nRains down fiery hail upon both planes, striking all creatures outside cities with a strength 4 magical fire attack. Buildings within cities may also be destroyed (1% chance each turn a building is destroyed). The casting wizard's cities are immune to the effects.	效果：全域附魔\n目標：不適用\n施法花費：900 法力\n維護：10 法力/回合\n在兩個位面上降下熾熱冰雹，以 4 強度的魔法火焰攻擊擊中城市外的所有生物。城內的建築也可能被摧毀（每回合有 1% 機率摧毀一棟建築）。施法巫師的城市不受影響。	help
Effects: Global Enchantment\nTarget: n/a\nCasting Cost: 1000 mana\nUpkeep: 20 mana/turn\nOnce this enchantment has been cast, the entire world begins to slowly be corrupted. Each turn 3-6 map squares are withered as per the spell Corruption. The caster's cities and surrounding areas are, of course, exempt.	效果：全域附魔\n目標：不適用\n施法花費：1000 法力\n維護：20 法力/回合\n一旦施放此附魔，整個世界便開始緩慢地被腐蝕。每回合有 3-6 個地圖格如同腐化術一般枯萎。施法者的城市與周邊地區當然不受影響。	help
Effects: Global Enchantment\nTarget: n/a\nCasting Cost: 1000 mana\nUpkeep: 40 mana/turn\nAll creatures of chaos have 2 added to their hand-to-hand, missile, fire-breath, and magic attacks	效果：全域附魔\n目標：不適用\n施法花費：1000 法力\n維護：40 法力/回合\n所有混沌生物的近戰、遠程、噴火與魔法攻擊皆+2	help
Effects: Global Enchantment\nTarget: n/a\nCasting Cost: 1100 mana\nUpkeep: 15 mana /turn\nAll newly created normal units controlled by the casting wizard are mutated by the effects of chaos, the same as if Chaos Channels had been cast on them.	效果：全域附魔\n目標：不適用\n施法花費：1100 法力\n維護：15 法力/回合\n所有由施法巫師控制的新建常規單位都會被混沌的力量變異，效果如同對其施放了混沌通道一般。	help
Effects: Creature Summoning\nTarget: n/a\nCasting Cost: 900 mana\nUpkeep: 30 mana/turn\nSummons an avenging fire-breathing dragon from the depths of chaos. The flames spewing from a great drake's jaws are so hot that weak opponents may be incinerated before ever getting a chance to fight back.	效果：生物召喚\n目標：不適用\n施法花費：900 法力\n維護：30 法力/回合\n從混沌的深處召喚一隻復仇的噴火巨龍。偉大巨龍口中噴出的火焰極為熾熱，孱弱的對手可能在有機會反擊之前就被焚為灰燼。	help
Effects: Instant \nTarget: enemy city\nCasting Cost: 500 mana\nUpkeep: none\nEvery building in the target city has a 50% chance to be destroyed, and each unit inside the city takes 10 points of damage regardless of defense. The amount of pure chaos being released also corrupts the surrounding area.	效果：即時 \n目標：敵方城市\n施法花費：500 法力\n維護：無\n目標城市的每棟建築都有 50% 的機率被摧毀，城內每個單位無視防禦受到 10 點傷害。釋放出的純粹混沌之力也會腐蝕周邊地區。	help
Effects: Global Enchantment\nTarget: n/a\nCasting Cost: 1250 mana\nUpkeep: 40 mana/turn\n Begins to destroy the entire world, as volcano after volcano rises, ravaging the lands of both worlds. Like Raise Volcano, the casting wizard gains one point of power from each new volcano created.	效果：全域附魔\n目標：不適用\n施法花費：1250 法力\n維護：40 法力/回合\n 開始摧毀整個世界，一座座火山接連隆起，蹂躪兩個世界的土地。如同隆起火山，施法巫師每創造一座新火山便獲得 1 點魔力。	help
Effects: Unit Enchantment\nTarget: one unit\nCasting Cost: 8/40 mana\nUpkeep: 1 mana/turn\nAdds 3 to the target unit's defense and resistance against all death or chaos related spells or monster attacks.	效果：單位附魔\n目標：單一單位\n施法花費：8/40 法力\n維護：1 法力/回合\n使目標單位對所有死亡或混沌相關的法術或怪物攻擊的防禦與抗性+3。	help
Effects: Global Enchantment\nTarget: n/a\nCasting Cost: 150 mana\nUpkeep: 3 mana/turn\nIncreases the fame of the casting wizard by 10 in addition to any other bonuses as long as the spell is in effect.	效果：全域附魔\n目標：不適用\n施法花費：150 法力\n維護：3 法力/回合\n在法術生效期間，除其他加成外，使施法巫師的聲望+10。	help
Effects: Summoning\nTarget: n/a\nCasting Cost: 80 mana\nUpkeep: 1 mana/turn\nSummons a Guardian Spirit which can meld with a node to focus its power and direct it to the controlling wizard. A melded node radiates a magic aura the color of the wizard's banner.	效果：召喚\n目標：不適用\n施法花費：80 法力\n維護：1 法力/回合\n召喚一隻守護靈，它能與節點融合以聚集其力量並導引給控制的巫師。已融合的節點會散發出巫師旗幟顏色的魔法光環。	help
Effects: Unit Enchantment\nTarget: one unit\nCasting Cost: 20/100 mana\nUpkeep: 2 mana/turn\n Endows a target unit with the gift of Immunity to Illusions and allows the unit to see through Wall of Darkness.	效果：單位附魔\n目標：單一單位\n施法花費：20/100 法力\n維護：2 法力/回合\n 賦予目標單位幻象免疫的天賦，並使其能看穿黑暗之牆。	help
Effects: Instant\nTarget: one map square\nCasting Cost: 125 mana\nUpkeep: none\nAll friendly units within the target map square are transported to the other plane of existence. If the unit is transported to an area which cannot normally entered by movement or into combat, the spell fails.	效果：即時\n目標：單一地圖格\n施法花費：125 法力\n維護：無\n目標地圖格內的所有友方單位被傳送至另一個存在位面。若單位被傳送至正常移動或戰鬥無法進入的區域，此法術失敗。	help
Effects: Instant \nTarget: one dead hero\nCasting Cost: 250 mana\nUpkeep: none\nResurrects a hero from the dead, regardless of the length of time he or she has been dead. The hero reappears at the wizard's summoning circle and is fully healed. If six other heros have already been hired the spell fails.	效果：即時 \n目標：單一陣亡英雄\n施法花費：250 法力\n維護：無\n使一名英雄死而復生，無論其死亡時間多久。該英雄會在巫師的召喚法陣重新出現並完全恢復。若已雇用其他六名英雄，此法術失敗。	help
Effects: Creature Summoning\nTarget: n/a\nCasting Cost: 250 mana\nUpkeep: 5 mana/turn\n Calls a herd of magic unicorns. These lovely creatures can teleport to any location on the battlefield and inspire their allies to with an increased ability to resist the effects of negative spells.	效果：生物召喚\n目標：不適用\n施法花費：250 法力\n維護：5 法力/回合\n 召喚一群魔法獨角獸。這些美麗的生物能傳送到戰場上的任何位置，並鼓舞盟友，提升其抵抗負面法術效果的能力。	help
Effects: Instant Combat\nTarget: one dead normal unit\nCasting Cost: 35 mana\nUpkeep: none\nRaises a fallen unit from the dead. The unit returns with half its normal creatures. All enchantments cast on the unit are lost. The spell does not work on fantastic creatures, since they go back to their home world when slain.	效果：即時戰鬥\n目標：單一陣亡常規單位\n施法花費：35 法力\n維護：無\n使一個陣亡單位死而復生。該單位返回時兵員數量減半。施放在該單位上的所有附魔皆消失。此法術對奇幻生物無效，因為牠們被殺死後會回到自己的母世界。	help
Effects: City Enchantment\nTarget: friendly city\nCasting Cost: 150 mana\nUpkeep: 2 mana/turn\nCalls forth the light of the heavens to shower the city in holy light. Any combat taking place within the area of the city is treated as if True Light was in effect.	效果：城市附魔\n目標：友方城市\n施法花費：150 法力\n維護：2 法力/回合\n召喚天堂之光灑落城市，使其沐浴於聖光之中。任何發生在城市範圍內的戰鬥都視為真光術生效。	help
Effects: Unit Enchantment\nTarget: one unit\nCasting Cost: 40/200 mana\nUpkeep: 4 mana/turn\nAdds 3 to the target unit's attack strength, hits, and resistance.	效果：單位附魔\n目標：單一單位\n施法花費：40/200 法力\n維護：4 法力/回合\n使目標單位的攻擊強度、生命值與抗性+3。	help
Effects: Hero Summoning\nTarget: n/a\nCasting Cost: 500 mana\nUpkeep: 12 mana/turn\nSummons Torin the Chosen to aid your cause. There is only one Chosen for each wizard. If he is killed or disbanded and summoned again he retains all experience from his previous incarnations.	效果：英雄召喚\n目標：不適用\n施法花費：500 法力\n維護：12 法力/回合\n召喚被選中者托林（Torin the Chosen）助你一臂之力。每位巫師只有一位被選中者。若他被殺死或解散後再次被召喚，他會保留先前所有化身的經驗。	help
Effects: Unit Enchantment\nTarget: one friendly unit\nCasting Cost: 40/200 mana\nMaintenance: 5 mana/turn\nTarget unit is resistant to damage from non-magical attacks, and the first two hits sustained by the unit from any attack are ignored.	效果：單位附魔\n目標：單一友方單位\n施法花費：40/200 法力\n維護：5 法力/回合\n目標單位對非魔法攻擊的傷害具有抗性，且該單位受到任何攻擊時，最初兩次命中會被忽略。	help
Effects: Unit Enchantment\nTarget: one unit\nCasting Cost: 40/200 mana\nMaintenance: 2 mana/turn\nGives a target unit a tremendous sense of holy purpose, which calls so strongly upon the forces of life that they manifest themselves in the unit, providing it with complete immunity to all death and chaos magic spells and spell effects.	效果：單位附魔\n目標：單一單位\n施法花費：40/200 法力\n維護：2 法力/回合\n賦予目標單位強烈的神聖使命感，這份使命強烈召喚生命之力，使其顯現於該單位之中，提供其對所有死亡與混沌魔法法術及法術效果的完全免疫。	help
Effects: City Enchantment\nTarget: friendly city\nCasting Cost: 250 mana\nUpkeep: 2 mana/turn\nIncreases the gold obtained from the target city by 50% as long as the enchantment is in effect.	效果：城市附魔\n目標：友方城市\n施法花費：250 法力\n維護：2 法力/回合\n在附魔生效期間，使目標城市獲得的金幣+50%。	help
Effects: Summoning\nCasting Cost: 550 mana\nUpkeep: 15 mana/turn\nSummons an angel. Angels enhance the fighting ability of friendly units and their touch Dispels Evil.	效果：召喚\n施法花費：550 法力\n維護：15 法力/回合\n召喚一位天使。天使能增強友方單位的戰鬥能力，其觸碰能驅邪。	help
Effects: Instant Combat\nTarget: n/a\nCasting Cost: 50 mana\nUpkeep: none\n Heals all friendly units for 5 hit points (or less, if a unit has sustained fewer than 5 hit points of damage).	效果：即時戰鬥\n目標：不適用\n施法花費：50 法力\n維護：無\n 為所有友方單位恢復 5 點生命值（若單位受到的傷害不足 5 點，則恢復較少）。	help
Effects: Combat Enchantment\nTarget: n/a\nCasting Cost: 60 mana\nUpkeep: none\n Calls upon the forces of holiness and light to make all friendly units fight and defend exceptionally well; attack strengths (swords), ability to hit, and defense (shields) all increase by 2, while resistance (crosses) increases by 3 and the ability to block an attack and to hit increases by 10%.	效果：戰鬥附魔\n目標：不適用\n施法花費：60 法力\n維護：無\n 召喚神聖與光明之力，使所有友方單位的戰鬥與防禦表現格外出色；攻擊強度（劍）、命中能力與防禦（盾）皆+2，抗性（十字）+3，格擋攻擊與命中的能力+10%。	help
Effects: City Enchantment\nTarget: friendly city\nCasting Cost: 350 mana\nUpkeep: 2 mana/turn\n Instills a sense of greater purpose into the local citizenry; that city's production rate rises by 50%.	效果：城市附魔\n目標：友方城市\n施法花費：350 法力\n維護：2 法力/回合\n 為當地市民注入更崇高的使命感；該城市的生產速率提升 50%。	help
Effects: Global Enchantment\nTarget: n/a\nCasting Cost: 900 mana\nUpkeep: 10 mana/turn\nAll normal units' weapons are blessed with a +1 attack bonus and can strike creatures immune to non- magical attacks.	效果：全域附魔\n目標：不適用\n施法花費：900 法力\n維護：10 法力/回合\n所有常規單位的武器都獲得+1 攻擊加成的祝福，並能擊中免疫非魔法攻擊的生物。	help
Effects: City Enchantment\nTarget: friendly city\nCasting Cost: 400 mana\nUpkeep: 8 mana/turn\n Dispels all negative enchantments on a city and protects the city from further chaos and death enchantments (whether city-specific or global).	效果：城市附魔\n目標：友方城市\n施法花費：400 法力\n維護：8 法力/回合\n 解除城市上的所有負面附魔，並保護城市免受後續的混沌與死亡附魔（無論是城市專屬或全域的）。	help
Effects: Global Enchantment\nTarget: n/a\nCasting Cost: 1000 mana\nUpkeep: 10 mana/turn\nAll non-combat death spells cast must resist against Life Force as if a Dispel Magic of 500 strength had been cast.	效果：全域附魔\n目標：不適用\n施法花費：1000 法力\n維護：10 法力/回合\n所有施放的非戰鬥死亡法術都必須對抗生命力，如同受到 500 強度的解除魔法一般。	help
Effects: Global Enchantment\nTarget: n/a\nCasting Cost: 1000 mana\nUpkeep: 10 mana/turn\nTries to prevent all chaos magic spells, requiring them to resist the forces of life as if a strong Disjunction--strength 500--had just been cast.	效果：全域附魔\n目標：不適用\n施法花費：1000 法力\n維護：10 法力/回合\n試圖阻止所有混沌魔法法術，迫使它們抵抗生命之力，效果如同剛施放了一道強力解離術——強度 500。	help
Effects: Global Enchantment\nTarget: n/a\nCasting Cost: 1100 mana\nUpkeep: 10 mana/turn\n Inspires all of a wizard's normal units so that their levels all raise by one (recruit become regulars, regulars become veterans, etc.).	效果：全域附魔\n目標：不適用\n施法花費：1100 法力\n維護：10 法力/回合\n 鼓舞巫師所有的常規單位，使其等級全部提升一級（新兵變正規兵，正規兵變老兵，以此類推）。	help
Effects: Summoning\nTarget: n/a\nCasting Cost: 950 mana\nUpkeep: 20 mana/turn\nSummons an archangel. Archangels are immune to illusions, inspire friendly units to fight better than normal and can cast up to 40 mana in life magic spells every battle.	效果：召喚\n目標：不適用\n施法花費：950 法力\n維護：20 法力/回合\n召喚一名大天使。大天使免疫幻象，能鼓舞友方單位戰鬥表現優於平常，且每場戰鬥可施放至多 40 法力的生命魔法法術。	help
Effects: Summoning\nTarget: n/a\nCasting Cost: 25 mana\nUpkeep: 1 mana/turn\nSummons a group of 6 skeletons and binds them to the will of the wizard. Skeletons have missile immunity.	效果：召喚\n目標：不適用\n施法花費：25 法力\n維護：1 法力/回合\n召喚一群 6 隻骷髏並將其束縛於巫師的意志之下。骷髏具有遠程攻擊免疫。	help
Effects: Combat Enchantment\nTarget: enemy unit\nCasting Cost: 5 mana\nUpkeep: none\nSaps the strength from a target unit's creatures, who suffer a penalty of 2 to their melee, thrown and ranged attack strengths, unless the unit resists the spell at a -2 penalty.	效果：戰鬥附魔\n目標：敵方單位\n施法花費：5 法力\n維護：無\n汲取目標單位生物的力量，使其近戰、投擲與遠程攻擊強度遭受 2 點減益，除非該單位以 -2 減值抵抗此法術。	help
Effects: City Enchantment\nTarget: friendly city\nCasting Cost: 30 mana\nUpkeep: none\n Generates a frenzy of sacrificing to the gods of death, which doubles the magic power obtained from shrines, temples, parthenons and cathedrals. However, the rituals reduce the city population growth by 25% and increase the level of unrest by one.	效果：城市附魔\n目標：友方城市\n施法花費：30 法力\n維護：無\n 掀起一場向死亡諸神獻祭的狂熱，使來自神龕、神殿、帕德嫩神廟與大教堂的魔力加倍。然而，這些儀式使城市人口成長降低 25%，並使動亂等級提升一級。	help
Effects: Combat Enchantment\nTarget: enemy unit\nCasting Cost: 15 mana\nUpkeep: none\nIf the target unit fails to resist at -2, all creatures within are thrust into a deep sleep. The unit is unable to take any actions and any attacks on the unit automatically do maximum damage.	效果：戰鬥附魔\n目標：敵方單位\n施法花費：15 法力\n維護：無\n若目標單位未能以 -2 減值抵抗，其中所有生物將陷入深沉的睡眠。該單位無法採取任何行動，且對其發動的任何攻擊都自動造成最大傷害。	help
Effects: Summoning\nTarget: n/a\nCasting Cost: 80 mana\nUpkeep: 1 mana/turn\nSummons a pack of ghouls and binds them to the will of the wizard. Any units slain mostly by the ghouls arise after the battle to serve the wizard in his undead army.	效果：召喚\n目標：不適用\n施法花費：80 法力\n維護：1 法力/回合\n召喚一群食屍鬼並將其束縛於巫師的意志之下。任何主要被食屍鬼殺死的單位，將在戰鬥後復起，加入巫師的不死大軍效命。	help
Effects: Instant Combat\nTarget: enemy unit\nCasting Cost: 10+ mana\nUpkeep: none\nSiphons life from a target unit and gives it to a spell caster hero or converts the drained life into mana for a spell caster wizard. Additional mana makes the spell harder to resist. Units destroyed mainly by Life Drain become Undead under the caster's control.	效果：即時戰鬥\n目標：敵方單位\n施法花費：10+ 法力\n維護：無\n從目標單位汲取生命，並將其賦予施法的英雄，或為施法的巫師將汲取的生命轉換為法力。額外的法力使此法術更難以抵抗。主要被生命汲取摧毀的單位將成為不死生物，受施法者控制。	help
Effects: Instant Combat\nTarget: enemy wizard\nCasting Cost: 20 mana\nUpkeep: none\nAll enemy spell casters are drained 5 mana each combat turn. This includes the opponent wizard you are currently battling. Additionally, all units with magical ranged attacks lose one spell shot each turn.	效果：即時戰鬥\n目標：敵方巫師\n施法花費：20 法力\n維護：無\n所有敵方施法者每個戰鬥回合被汲取 5 法力，包括你目前正在交戰的對手巫師。此外，所有具備魔法遠程攻擊的單位每回合損失一次法術射擊。	help
Effects: Combat Enchantment\nTarget: one normal unit\nCasting Cost: 30 mana\nUpkeep: none\nAttempts to change the allegiance of a normal enemy unit to that of the casting wizard. If the target unit becomes possessed, it fights for the casting wizard until combat ends. Note that fantastic creatures and heroes may not be possessed.	效果：戰鬥附魔\n目標：一個常規單位\n施法花費：30 法力\n維護：無\n試圖將一個常規敵方單位的效忠對象轉變為施法巫師。若目標單位被附身，它將為施法巫師戰鬥直到戰鬥結束。請注意，奇幻生物與英雄無法被附身。	help
